"temperature","humidity","pressure","AirQuality","label"
"24.96273236","92.40501423","236.497366677","89.48972","pomegranate"
"23.12808226","92.68328358","236.630646083","89.3930157","pomegranate"
"22.4458866","89.90147027","236.73808221","89.3905998","pomegranate"
"24.5598824","91.63536236","235.922935513","81.9684622","pomegranate"
"24.92994759","85.00802358","236.75142279","48.75859458","watermelon"
"26.63838589","84.69546874","236.8983927","48.32428609","watermelon"
"25.35794749","80.45846265","236.903020221","47.72078245","watermelon"
"26.73690828","87.82430156","236.747537642","47.4644707","watermelon"
"26.2706808","83.0974521","236.259086583","46.76837499","watermelon"
"25.50736962","84.24340241","236.79975575","44.2068997","watermelon"
"26.8975074","83.89241484","236.46327966","43.9773745","watermelon"
"26.0396727","83.9862443","236.277484043","43.8779048","watermelon"
"24.54356968","84.60808277","236.28748957","42.00660251","watermelon"
"25.339446","84.30533791","236.90424707","41.5328699","watermelon"
"26.8588914","86.5507939","236.00097567","40.7129074","watermelon"
