"temperature","humidity","pressure","AirQuality","label"
"26.7350622","55.558487","939.89892347","80.630583","coffee"
"23.0595896","50.40609436","936.973839707","84.497875","coffee"
"26.97947","52.50987966","940.99623945","89.0944824","coffee"
"24.6509084","51.93952357","937.027585559","90.1386537","coffee"
"27.35152643","55.99375012","937.1349409","88.988525","coffee"
"23.07895447","63.65861483","927.8480827","89.8765443","coffee"
"25.70822684","52.8866785","928.8915558","76.7325092","coffee"
"35.9158265","82.26890793","995.55083278","69.7158491","grapes"
"8.27852801","82.94270065","996.620745638","66.57462809","grapes"
"27.92004934","82.93262435","996.733539807","69.9832839","grapes"
"13.05809741","80.28297993","995.757009965","70.75633584","grapes"
"25.96308415","82.57813624","995.838748311","70.3782647","grapes"
"9.949929082","82.55138983","995.84938354","66.0087551","grapes"
"9.535585543","80.7392694","995.8495455","69.448571","grapes"
"9.85842629","80.226377","992.96537863","68.42802444","grapes"
"27.23708304","82.94573346","995.224542938","70.42508897","grapes"
"21.8903604","80.6339978","993.349875906","69.27779761","grapes"
"13.42988625","80.06633966","994.3694957","71.40043037","grapes"
"11.8994268","80.8084305","992.415555956","66.34234944","grapes"
"24.97256132","82.72828653","994.476757723","66.7008285","grapes"
"7.2077707","82.9042841","995.48432389","66.839377","grapes"
"8.70679077","83.4795292","996.83928251","66.5964488","grapes"
"33.55695561","53.72979826","1004.75794897","98.67527561","mango"
"27.7558664","52.34605806","1004.772385986","94.983345","mango"
"34.8438906","54.8482251","1004.954739564","98.3335925","mango"
"31.86641378","52.7331595","1005.064613314","98.46768642","mango"
"30.01592643","53.729081","1005.074272692","97.7284382","mango"
"31.7459834","45.8127859","1005.667507706","93.75441586","mango"
"27.00315545","47.67525434","1005.699586972","95.8588326","mango"
"30.33723921","48.88704844","1005.755049971","94.42850522","mango"
"29.80747243","52.13797867","1005.786586","95.7460694","mango"
"34.7241372","51.427781","1005.8948592","97.3858083","mango"
"33.5615084","45.53556603","1005.977413803","95.70525913","mango"
"35.99009679","52.22780489","1005.978634285","95.3713484","mango"
"27.53907547","53.63549533","1006.797779227","99.3540885","mango"
"35.39986338","49.45962621","1006.8673834","97.4954011","mango"
"34.777782","50.6281586","1006.93935087","98.00687989","mango"
"27.3506296","94.298951","906.067665498","27.2844021","muskmelon"
"28.68275966","92.50969311","906.150686364","29.887663","muskmelon"
"28.55852465","90.45773041","906.15909764","27.26588346","muskmelon"
"29.07265321","91.9153373","916.341400922","28.83568362","muskmelon"
"28.61475136","94.22253035","916.39637861","28.9857489","muskmelon"
"29.3408958","94.559039","916.47083092","28.22908103","muskmelon"
"26.56608303","94.45239715","916.285312759","86.3796525","orange"
"15.7814473","92.5967745","914.354006744","89.035002","orange"
"24.85903405","94.39000473","915.559236744","81.7803734","orange"
"25.26052689","90.3853735","920.82228294","87.3695296","orange"
"14.78003032","91.2206286","917.88430299","90.76762","orange"
"31.08368929","90.14362642","917.028746406","89.6894658","orange"
"29.4774871","91.57802915","917.129136941","81.727497","orange"
"13.36050601","91.3560897","918.335158382","81.2266885","orange"
"23.98289638","91.5473145","919.45599962","88.490897","orange"
"23.85340379","90.9522549","913.47479503","83.923226","orange"
"26.03097313","91.5087306","917.58755068","91.2847738","orange"
"24.60297538","91.28408653","918.60889843","81.294885","orange"
"34.51465139","93.6388684","918.83245982","83.5684926","orange"
"29.6078808","93.15642801","916.57398033","62.6879535","papaya"
"26.68386496","92.9585411","916.583760499","62.50689682","papaya"
"31.22790131","94.9408378","916.620729882","46.4427988","papaya"
"41.31330062","91.1508798","916.67066674","79.7427554","papaya"
"33.32315744","91.2527863","916.709668804","84.496633","papaya"
"26.05375792","93.698872","918.742490027","80.6863901","papaya"
"38.97825","93.97379963","915.751298936","82.0908814","papaya"
"32.76795887","94.57377401","914.76483299","80.4795923","papaya"
"25.3475681","93.0287968","915.803094965","74.409037","papaya"
"25.9300384","93.02357765","916.964955435","81.8202079","papaya"
"37.5889977","91.99740365","917.9677596","79.6577388","papaya"
"31.29986342","92.7603984","915.986228647","54.77830202","papaya"
"24.92639065","85.7098079","1005.832525853","94.7693804","pomegranate"
"24.5598824","91.63536236","1005.922935513","81.9684622","pomegranate"
"21.57936934","94.88267728","1005.938528744","92.8593382","pomegranate"
"22.5526059","89.3259486","1006.327673765","94.8955643","pomegranate"
"24.1469628","94.595662","1006.424670614","95.238633","pomegranate"
"24.96273236","92.40501423","1006.497366677","89.48972","pomegranate"
"24.2660138","93.7974061","1006.53704277","94.537589","pomegranate"
"23.12808226","92.68328358","1006.630646083","89.3930157","pomegranate"
"22.4458866","89.90147027","1006.73808221","89.3905998","pomegranate"
"8.78359608","87.4024767","1006.80478956","92.584759","pomegranate"
"23.7928128","89.679485","1006.84400085","95.6499907","pomegranate"
"22.36509395","92.30882391","1007.75344328","94.828333","pomegranate"
"26.8588914","86.5507939","1006.00097567","40.7129074","watermelon"
"26.2706808","83.0974521","1006.259086583","46.76837499","watermelon"
"26.0396727","83.9862443","1006.277484043","43.8779048","watermelon"
"24.54356968","84.60808277","1006.28748957","42.00660251","watermelon"
"26.8975074","83.89241484","1006.46327966","43.9773745","watermelon"
"26.73690828","87.82430156","1006.747537642","47.4644707","watermelon"
"24.92994759","85.00802358","1006.75142279","48.75859458","watermelon"
"25.50736962","84.24340241","1006.79975575","44.2068997","watermelon"
"26.63838589","84.69546874","1006.8983927","48.32428609","watermelon"
"25.35794749","80.45846265","1006.903020221","47.72078245","watermelon"
"25.339446","84.30533791","1006.90424707","41.5328699","watermelon"
